,head,type,tail,Confidence
1180,implicit semantic role labelling,subclass of,Semantic role labelling,0.08333333333333333
1181,Semantic role labelling,uses,semantic role,0.08333333333333333
1182,Semantic role labelling,has part,implicit semantic role labelling,0.16666666666666666
1183,Semantic role labelling,followed by,implicit semantic role labelling,0.08333333333333333
1184,semantic role,part of,sentence,0.08333333333333333
1185,implicit semantic role labelling,part of,Semantic role labelling,0.08333333333333333
1186,Semantic role labelling,part of,implicit semantic role labelling,0.08333333333333333
1187,Semantic role labelling,follows,implicit semantic role labelling,0.08333333333333333
1188,implicit semantic role labelling,followed by,Semantic role labelling,0.08333333333333333
1189,Semantic role labelling,subclass of,implicit semantic role labelling,0.08333333333333333
1190,Sentences,studied by,Semantics,0.25
1191,word,part of,Sentences,0.25
1192,Sentences,part of,Semantics,0.25
1193,words,part of,sentences,0.25
1194,names,has part,noun,0.07692307692307693
1195,noun,said to be the same as,names,0.15384615384615385
1196,names,said to be the same as,noun,0.07692307692307693
1197,Anaphora resolution,subclass of,matching up pronouns,0.07692307692307693
1198,names,has part,nouns,0.07692307692307693
1199,noun,different from,names,0.07692307692307693
1200,names,different from,noun,0.07692307692307693
1201,noun,part of,names,0.07692307692307693
1202,Anaphora resolution,instance of,matching up pronouns,0.07692307692307693
1203,noun,followed by,names,0.07692307692307693
1204,nouns,said to be the same as,names,0.07692307692307693
1205,names,said to be the same as,nouns,0.07692307692307693
1206,referring expression,subclass of,relationships,0.16666666666666666
1207,referring expressions,subclass of,relationships,0.16666666666666666
1208,referring expression,subclass of,relationship,0.16666666666666666
1209,referring expressions,subclass of,bridges,0.16666666666666666
1210,referring expression,subclass of,bridges,0.16666666666666666
1211,referring expressions,subclass of,relationship,0.16666666666666666
1212,referring expression,subclass of,bridging relationship,0.07692307692307693
1213,front door,instance of,referring expression,0.07692307692307693
1214,John's house,named after,John's house,0.23076923076923078
1215,He entered John's house through the front door,instance of,referring expression,0.07692307692307693
1216,referring expression,instance of,bridging relationship,0.07692307692307693
1217,front door,subclass of,referring expression,0.07692307692307693
1218,He entered John's house,instance of,referring expression,0.07692307692307693
1219,John,residence,John's house,0.15384615384615385
1220,John's house,occupant,John,0.07692307692307693
1221,John's house,owned by,John,0.07692307692307693
1222,Discourse analysis,instance of,rubric,0.08333333333333333
1223,Discourse analysis,subclass of,rubric,0.08333333333333333
1224,discourse analysis,instance of,rubric,0.08333333333333333
1225,discourse analysis,subclass of,rubric,0.08333333333333333
1226,Discourse analysis,part of,rubric,0.08333333333333333
1227,Dialogue analysis,studies,discourse,0.16666666666666666
1228,discourse,studied by,Dialogue analysis,0.08333333333333333
1229,discourse,studied by,Discourse analysis,0.16666666666666666
1230,Dialogue analysis,instance of,rubric,0.08333333333333333
1231,Discourse analysis,studies,discourse,0.08333333333333333
1232,discourse parsing,studies,discourse,0.16666666666666666
1233,discourse,studied by,discourse parsing,0.16666666666666666
1234,discourse parsing,facet of,discourse,0.08333333333333333
1235,discourse parsing,studies,discourse structure,0.16666666666666666
1236,discourse structure,studied by,discourse parsing,0.08333333333333333
1237,discourse structure,facet of,discourse,0.08333333333333333
1238,discourse parsing,facet of,discourse structure,0.08333333333333333
1239,discourse,part of,text,0.08333333333333333
1240,connected text,subclass of,discourse,0.08333333333333333
1241,sentences,part of,discourse,0.14285714285714285
1242,sentence,part of,discourse,0.14285714285714285
1243,discourse,has part,sentences,0.14285714285714285
1244,discourse,studies,sentences,0.07142857142857142
1245,sentences,studied by,discourse,0.07142857142857142
1246,discourse,has part,sentence,0.14285714285714285
1247,sentences,facet of,discourse,0.07142857142857142
1248,discourse,studies,sentence,0.07142857142857142
1249,sentence,studied by,discourse,0.07142857142857142
1250,sentences,use,discourse,0.07142857142857142
1251,explanation,has part,contrast,0.18181818181818182
1252,explanation,subclass of,contrast,0.09090909090909091
1253,contrast,subclass of,explanation,0.09090909090909091
1254,contrast,part of,explanation,0.18181818181818182
1255,explanation,subclass of,elaboration,0.09090909090909091
1256,explanation,uses,contrast,0.09090909090909091
1257,contrast,instance of,explanation,0.09090909090909091
1258,explanation,part of,contrast,0.09090909090909091
1259,explanation,facet of,contrast,0.09090909090909091
1260,classifying,subclass of,recognizing,0.08333333333333333
1261,text,part of,speech,0.16666666666666666
1262,classifying,facet of,speech,0.08333333333333333
1263,text,has part,speech,0.08333333333333333
1264,speech,part of,text,0.08333333333333333
1265,classifying,has part,recognizing,0.08333333333333333
1266,classifying,subclass of,recognizing and classifying,0.08333333333333333
1267,speech,has part,acts,0.08333333333333333
1268,acts,part of,speech,0.08333333333333333
1269,classifying the speech acts,subclass of,recognizing,0.08333333333333333
1270,speech,has part,text,0.08333333333333333
1271,yes-no question,subclass of,content question,0.1
1272,content question,subclass of,yes-no question,0.1
1273,yes-no question,instance of,content question,0.1
1274,statement,subclass of,assertion,0.1
1275,assertion,subclass of,statement,0.1
1276,content question,instance of,yes-no question,0.1
1277,statement,has part,assertion,0.1
1278,content question,subclass of,statement,0.1
1279,content question,subclass of,question,0.1
1280,content question,has part,yes-no question,0.1
1281,Semantic role labelling,has part,Implicit semantic role labelling,0.1111111111111111
1282,Semantic role labelling,facet of,semantic predicates,0.1111111111111111
1283,Semantic role labelling,uses,Implicit semantic role labelling,0.1111111111111111
1284,Semantic role labelling,subclass of,Implicit semantic role labelling,0.1111111111111111
1285,Semantic role labelling,uses,semantic predicates,0.1111111111111111
1286,Semantic role labelling,uses,Semantic role labelling,0.1111111111111111
1287,semantic predicates,use,Semantic role labelling,0.1111111111111111
1288,Semantic role labelling,facet of,Semantic role labelling,0.1111111111111111
1289,semantic predicate,use,Semantic role labelling,0.1111111111111111
1290,semantic,studies,arguments,0.07692307692307693
1291,arguments,studied by,semantic,0.15384615384615385
1292,semantic roles,subclass of,arguments,0.07692307692307693
1293,semantic roles,has part,arguments,0.15384615384615385
1294,arguments,part of,semantic roles,0.07692307692307693
1295,semantic roles,facet of,arguments,0.07692307692307693
1296,arguments,part of,semantic,0.07692307692307693
1297,semantic,studies,argument,0.07692307692307693
1298,argument,studied by,semantic,0.07692307692307693
1299,semantics,part of,semantic,0.07692307692307693
1300,semantic roles,has part,argument,0.07692307692307693
1301,Topic segmentation and recognition,uses,topic,0.15384615384615385
1302,Topic segmentation and recognition,facet of,topic,0.07692307692307693
1303,Topic segmentation,facet of,topic,0.07692307692307693
1304,Topic segmentation,uses,topic,0.15384615384615385
1305,topic,subclass of,text,0.07692307692307693
1306,Topic segmentation and recognition,studies,topic,0.07692307692307693
1307,topic,studied by,Topic segmentation and recognition,0.07692307692307693
1308,topic,used by,Topic segmentation and recognition,0.07692307692307693
1309,topic,used by,Topic segmentation,0.07692307692307693
1310,coreference resolution,subclass of,zero anaphora resolution,0.07692307692307693
1311,Article mining,subclass of,argument mining,0.07692307692307693
1312,counter-argument,part of,discourse,0.07692307692307693
1313,conclusion,subclass of,premise,0.07692307692307693
1314,premise,part of,conclusion,0.15384615384615385
1315,premise,subclass of,conclusion,0.07692307692307693
1316,conclusion,has part,premise,0.15384615384615385
1317,conclusion,part of,premise,0.15384615384615385
1318,premise,has part,conclusion,0.15384615384615385
1319,premise,has effect,conclusion,0.07692307692307693
1320,conclusion,has cause,premise,0.07692307692307693
1321,Automatic summarization,use,summary,0.2
1322,Automatic summarization,subclass of,summary,0.2
1323,Automatic summarization,instance of,summary,0.1
1324,Text summarization,subclass of,summarization,0.1
1325,Automatic summarization,use,text summarization,0.1
1326,Automatic summarization,subclass of,text summarization,0.1
1327,Automatic summarization,subclass of,summarization,0.1
1328,Text summarization,subclass of,Automatic summarization,0.1
1329,financial section,part of,newspaper,0.18181818181818182
1330,financial section,subclass of,newspaper,0.09090909090909091
1331,financial section,facet of,newspaper,0.09090909090909091
1332,newspaper,has part,financial section,0.18181818181818182
1333,financial section of a newspaper,subclass of,articles,0.09090909090909091
1334,Financial section,part of,newspaper,0.09090909090909091
1335,research papers,part of,newspaper,0.09090909090909091
1336,Financial section,subclass of,newspaper,0.09090909090909091
1337,financial section of a newspaper,subclass of,text,0.09090909090909091
1338,morphology,part of,linguistic analysis,0.17857142857142858
1339,orthography,part of,philonology,0.03571428571428571
1340,pragmatics,part of,linguistic analysis,0.07142857142857142
1341,phonology,part of,linguistic analysis,0.03571428571428571
1342,orthography,part of,linguistic analysis,0.10714285714285714
1343,linguistics,has part,morphology,0.03571428571428571
1344,linguistics,has part,syntax,0.03571428571428571
1345,linguistics,has part,pragmatics,0.03571428571428571
1346,morphology,part of,linguistics,0.03571428571428571
1347,syntax,part of,linguistics,0.03571428571428571
1348,pragmatics,part of,linguistics,0.03571428571428571
1349,philonology,part of,linguistic analysis,0.03571428571428571
1350,syntax,part of,linguistic analysis,0.10714285714285714
1351,philonology,subclass of,linguistic analysis,0.03571428571428571
1352,linguistic analysis,has part,morphology,0.07142857142857142
1353,linguistic analysis,has part,syntax,0.07142857142857142
1354,linguistic analysis,has part,pragmatics,0.03571428571428571
1355,English,instance of,second language,0.15384615384615385
1356,English,subclass of,second language,0.15384615384615385
1357,English as a second language,subclass of,use,0.07692307692307693
1358,English as a second language,instance of,use,0.07692307692307693
1359,English,said to be the same as,second language,0.15384615384615385
1360,second language,said to be the same as,English,0.07692307692307693
1361,second language,has part,English,0.15384615384615385
1362,second language,subclass of,English,0.07692307692307693
1363,English as a second language,subclass of,use or acquire,0.07692307692307693
1364,2011,point in time,2011,0.1
1365,shared tasks,inception,2011,0.1
1366,shared tasks,start time,2011,0.1
1367,shared task,inception,2011,0.1
1368,Shared tasks,inception,2011,0.1
1369,shared tasks,publication date,2011,0.1
1370,shared tasks,point in time,2011,0.1
1371,shared tasks since 2011,inception,2011,0.1
1372,2008 Summer Olympics,point in time,2008,0.1
1373,2010,point in time,2010,0.1
1374,orthography,part of,morphology,0.3076923076923077
1375,GPT-2,instance of,neural language model,0.15384615384615385
1376,GPT-2,instance of,neural language models,0.07692307692307693
1377,syntax,part of,morphology,0.15384615384615385
1378,orthography,subclass of,morphology,0.07692307692307693
1379,morphology,has part,orthography,0.15384615384615385
1380,GPT-2,use,neural language models,0.07692307692307693
1381,Machine translation,subclass of,automatically translate,0.2
1382,Machine translation,subclass of,translate,0.1
1383,Machine translation,subclass of,Automatically translate,0.1
1384,Machine translation,subclass of,Translation,0.1
1385,Machine translation,subclass of,manually translate,0.1
1386,Machine translation,subclass of,automate,0.1
1387,Machine translation,subclass of,Translate,0.1
1388,Machine translation,instance of,automatically translate,0.1
1389,automatically translate,has part,Machine translation,0.1
1390,AI-complete,subclass of,difficult problems,0.1
1391,AI-complete,subclass of,difficult problem,0.1
1392,AI-complete,instance of,class,0.1
1393,most difficult problems,subclass of,AI-complete,0.1
1394,AI-complete,instance of,class of problems,0.1
1395,AI-complete,subclass of,problem,0.1
1396,AI-complete,subclass of,problems,0.1
1397,AI-complete,subclass of,difficult,0.1
1398,AI-complete,subclass of,most difficult problems,0.1
1399,one of the most difficult problems,subclass of,AI-complete,0.1
1400,grammar,subclass of,knowledge,0.21428571428571427
1401,semantics,subclass of,knowledge,0.07142857142857142
1402,semantics,part of,grammar,0.14285714285714285
1403,knowledge,has part,facts,0.14285714285714285
1404,semantics,has part,grammar,0.07142857142857142
1405,semantics,subclass of,grammar,0.07142857142857142
1406,grammar,part of,semantics,0.07142857142857142
1407,grammar,instance of,knowledge,0.07142857142857142
1408,semantics,instance of,knowledge,0.07142857142857142
1409,facts,subclass of,knowledge,0.07142857142857142
1410,solve properly,subclass of,solve,0.1
1411,solution,part of,problem,0.1
1412,solve properly,facet of,problem,0.1
1413,solve properly,subclass of,problem,0.1
1414,solution,use,solve,0.1
1415,solve properly,use,solve,0.1
1416,puzzle,subclass of,solve,0.1
1417,solve properly,subclass of,solution,0.1
1418,problem,subclass of,solve,0.1
1419,solve,facet of,problem,0.1
1420,Natural-language understanding,uses,logic structure,0.14285714285714285
1421,logic structure,used by,Natural-language understanding,0.07142857142857142
1422,Natural-language understanding,uses,logic structures,0.14285714285714285
1423,logic structures,used by,Natural-language understanding,0.07142857142857142
1424,Natural-language understanding,subclass of,computer program,0.07142857142857142
1425,Natural-language understanding,studies,logic structure,0.07142857142857142
1426,logic structure,studied by,Natural-language understanding,0.07142857142857142
1427,Natural-language understanding,uses,formal representation,0.07142857142857142
1428,Natural-language understanding,studies,text,0.14285714285714285
1429,text,studied by,Natural-language understanding,0.07142857142857142
1430,first-order logic structure,use,Natural-language understanding,0.07142857142857142
1431,semantic,part of,semantics,0.13333333333333333
1432,semantics,has part,semantic,0.13333333333333333
1433,semantic,studied by,semantics,0.06666666666666667
1434,semantics,studies,semantic,0.06666666666666667
1435,semantics,subclass of,semantic,0.06666666666666667
1436,semantic,subclass of,semantics,0.13333333333333333
1437,semantics,part of,semantic,0.13333333333333333
1438,Natural language understanding,studies,natural language,0.06666666666666667
1439,natural language,studied by,Natural language understanding,0.06666666666666667
1440,semantic,has part,semantics,0.06666666666666667
1441,natural language expression,studied by,Natural language understanding,0.06666666666666667
1442,ontology,part of,metamodel,0.16666666666666666
1443,ontology,facet of,metamodel,0.08333333333333333
1444,ontology,subclass of,metamodel,0.08333333333333333
1445,metamodel,part of,ontology,0.16666666666666666
1446,ontology,has part,metamodel,0.16666666666666666
1447,ontology,uses,metamodel,0.08333333333333333
1448,ontology,influenced by,metamodel,0.08333333333333333
1449,metamodel,has part,ontology,0.08333333333333333
1450,metamodel,followed by,ontology,0.08333333333333333
1451,Yes/No,different from,True/False,0.16666666666666666
1452,True/False,different from,Yes/No,0.16666666666666666
1453,Yes/No,opposite of,True/False,0.16666666666666666
1454,explicit formalization,opposite of,implicit assumption,0.08333333333333333
1455,True/False,opposite of,Yes/No,0.16666666666666666
1456,explicit formalization,opposite of,implicit assumptions,0.08333333333333333
1457,True/False,instance of,Yes/No,0.08333333333333333
1458,True/False,instance of,subjective,0.08333333333333333
1459,Natural-language generation,facet of,human language,0.08333333333333333
1460,Natural-language generation,uses,human language,0.16666666666666666
1461,Natural-language generation,subclass of,human language,0.08333333333333333
1462,human language,used by,Natural-language generation,0.08333333333333333
1463,Natural-language generation,uses,computer database,0.08333333333333333
1464,Natural-language generation,facet of,natural language,0.08333333333333333
1465,natural language generation,facet of,human language,0.08333333333333333
1466,Natural-language generation,studies,human language,0.16666666666666666
1467,human language,studied by,Natural-language generation,0.08333333333333333
1468,Natural-language generation,use,human language,0.08333333333333333
1469,Book generation,subclass of,natural language generation,0.07142857142857142
1470,natural language generation,part of,NLP,0.21428571428571427
1471,natural language generation,subclass of,NLP,0.21428571428571427
1472,Book generation,part of,natural language generation,0.07142857142857142
1473,Book generation,facet of,natural language generation,0.07142857142857142
1474,natural language generation,studied by,NLP,0.21428571428571427
1475,natural language generation,facet of,NLP,0.14285714285714285
1476,1984,point in time,1984,0.18181818181818182
1477,Racter,publication date,1984,0.18181818181818182
1478,Racter,inception,1984,0.09090909090909091
1479,first machine-generated book,publication date,1984,0.09090909090909091
1480,"Racter, The policeman's beard is half-constructed",publication date,1984,0.09090909090909091
1481,The policeman's beard is half-constructed,publication date,1984,0.09090909090909091
1482,Racer,publication date,1984,0.09090909090909091
1483,Racter,start time,1984,0.09090909090909091
1484,the first machine-generated book,publication date,1984,0.09090909090909091
1485,1 the Road,publication date,2018,0.25
1486,1 the Road,genre,novel,0.16666666666666666
1487,1 the Road,inception,2018,0.08333333333333333
1488,2018,point in time,2018,0.16666666666666666
1489,published in 2018,point in time,2018,0.08333333333333333
1490,1 the Road,instance of,published in 2018,0.08333333333333333
1491,novel,subclass of,published work,0.08333333333333333
1492,1 the Road,instance of,novel,0.08333333333333333
1493,semantic-free,subclass of,language model,0.3333333333333333
1494,semantic-free,instance of,language model,0.3333333333333333
1495,semantic-free,subclass of,language models,0.3333333333333333
1496,Beta Writer,publisher,Springer,0.16666666666666666
1497,Lithium-Ion Batteries,publisher,Springer,0.08333333333333333
1498,2019,point in time,2019,0.08333333333333333
1499,Cham,parent organization,Springer,0.16666666666666666
1500,Beta Writer,publication date,2019,0.16666666666666666
1501,Springer,subsidiary,Cham,0.16666666666666666
1502,Cham,publisher,Springer,0.08333333333333333
1503,Cham,owned by,Springer,0.08333333333333333
1504,text summarization,subclass of,factual knowledge,0.09090909090909091
1505,Racter,different from,1 the Road,0.18181818181818182
1506,1 the Road,different from,Racter,0.18181818181818182
1507,Racter,instance of,text summarization,0.09090909090909091
1508,text summarization,facet of,factual knowledge,0.09090909090909091
1509,1 the Road,influenced by,Racter,0.09090909090909091
1510,1 the Road,instance of,text summarization,0.09090909090909091
1511,Racter,use,text summarization,0.09090909090909091
1512,Racter,instance of,factual knowledge,0.09090909090909091
1513,machine learning,part of,artificial intelligence,0.47058823529411764
1514,artificial intelligence,has part,machine learning,0.11764705882352941
1515,Machine learning,part of,artificial intelligence,0.058823529411764705
1516,train a computer,facet of,artificial intelligence,0.058823529411764705
1517,NLP,subclass of,artificial intelligence,0.11764705882352941
1518,train a computer,part of,artificial intelligence,0.058823529411764705
1519,NLP,part of,artificial intelligence,0.11764705882352941
1520,NLP,use,Document AI,0.18181818181818182
1521,Document AI,uses,NLP,0.18181818181818182
1522,accountants,subclass of,lawyers,0.09090909090909091
1523,Document AI,subclass of,NLP,0.09090909090909091
1524,NLP,used by,Document AI,0.09090909090909091
1525,NLP,part of,Document AI,0.09090909090909091
1526,Document AI,based on,NLP,0.09090909090909091
1527,Document AI,part of,NLP,0.09090909090909091
1528,NLP,facet of,Document AI,0.09090909090909091
1529,Dialogue management,facet of,converse,0.1
1530,Dialogue management,facet of,Computer systems,0.1
1531,Dialogue management,facet of,converse with a human,0.1
1532,Dialogue management,use,converse,0.1
1533,Dialogue management,facet of,computer systems,0.1
1534,dialogue,subclass of,converse,0.1
1535,Dialogue management,facet of,Computer system,0.1
1536,Dialogue management,facet of,systems,0.1
1537,Dialogue management,subclass of,systems,0.1
1538,Dialogue management,part of,Computer systems,0.1
1539,Question answering,facet of,question,0.07692307692307693
1540,Question answering,uses,question,0.15384615384615385
1541,Question answering,uses,answer,0.15384615384615385
1542,answer,used by,Question answering,0.07692307692307693
1543,question,used by,Question answering,0.07692307692307693
1544,Question answering,subclass of,answer,0.07692307692307693
1545,Question answering,facet of,human-language question,0.07692307692307693
1546,Question answering,facet of,human-language,0.07692307692307693
1547,Question answering,subclass of,determine its answer,0.07692307692307693
1548,Question answering,studies,question,0.07692307692307693
1549,question,studied by,Question answering,0.07692307692307693
1550,What is the capital of Canada?,country,Canada,0.07692307692307693
1551,Canada,capital,capital,0.15384615384615385
1552,What is the capital of Canada?,instance of,right answer,0.07692307692307693
1553,What is the capital of Canada?,instance of,questions,0.07692307692307693
1554,What is the capital of,country,Canada,0.15384615384615385
1555,What is the capital of Canada?,instance of,question,0.07692307692307693
1556,Canada,capital,What is the capital of,0.07692307692307693
1557,Canada,instance of,capital,0.07692307692307693
1558,capital,country,Canada,0.07692307692307693
1559,capital of Canada,country,Canada,0.07692307692307693
1560,Canada,capital,capital of Canada,0.07692307692307693
1561,What is the meaning of life?,subclass of,open-ended questions,0.1
1562,What is the meaning of life?,instance of,open-ended questions,0.1
1563,What is the meaning of life?,instance of,open-ended question,0.1
1564,What is the meaning of life?,subclass of,open-ended question,0.1
1565,meaning of life,subclass of,open-ended questions,0.1
1566,meaning of life,subclass of,open-ended question,0.1
1567,meaning of life,subclass of,questions,0.1
1568,What is the meaning of life,subclass of,open-ended questions,0.1
1569,What is the meaning of life,instance of,open-ended questions,0.1
1570,What is the meaning of life?,instance of,open-ended,0.1
1571,Text-to-image generation,product or material produced,image,0.1
1572,Text-to-image generation,subclass of,image,0.1
1573,Text-to-image generation,facet of,image,0.1
1574,Text-to-image generation,use,image,0.1
1575,Text-to-image generation,subclass of,generate an image,0.1
1576,Text-to-image generation,uses,image,0.1
1577,Text-to-image,subclass of,image,0.1
1578,Text-to-image generation,instance of,image,0.1
1579,image,used by,Text-to-image generation,0.1
1580,Text-to-image generation,use,generate an image,0.1
1581,Text-to-scene generation,subclass of,3D model,0.1
1582,Text-to-scene generation,use,3D model,0.1
1583,Text-to-scene generation,instance of,3D model,0.1
1584,3D model,part of,scene,0.1
1585,Text-to-scene generation,facet of,3D model,0.1
1586,text-to-scene generation,subclass of,3D model,0.1
1587,Text-to-scene generation,product or material produced,3D model,0.1
1588,Text-to-scene generation,uses,3D model,0.1
1589,3D model,use,Text-to-scene generation,0.1
1590,3D model,used by,Text-to-scene generation,0.1
1591,Text-to-video,subclass of,video,0.2727272727272727
1592,Text-to-video,use,video,0.09090909090909091
1593,Text-to-video,instance of,video,0.09090909090909091
1594,text-to-video,subclass of,video,0.09090909090909091
1595,Text-to-video,subclass of,Video,0.09090909090909091
1596,Text-to-video,uses,description,0.09090909090909091
1597,Text-to-video,product or material produced,video,0.09090909090909091
1598,Text-to-video,uses,video,0.09090909090909091
1599,Text-to-video,facet of,video,0.09090909090909091
1600,General tendencies and (possible) future directions,facet of,NLP,0.1
1601,Future directions,facet of,NLP,0.1
1602,General tendencies and (possible) future directions,instance of,trends,0.1
1603,General tendencies,instance of,trends,0.1
1604,General tendencies and (possible) future directions,instance of,trends in the field,0.1
1605,General tendencies,subclass of,trends,0.1
1606,future directions,facet of,NLP,0.1
1607,General tendencies and (possible) future directions,subclass of,trends,0.1
1608,Future Directions,facet of,NLP,0.1
1609,General tendencies and (possible) future directions,facet of,trends,0.1
1610,semantic role labelling,facet of,natural language,0.1
1611,semantic role labelling,studies,natural language,0.1
1612,semantic role labelling,part of,natural language,0.1
1613,shallow parsing,followed by,semantic parsing,0.1
1614,semantic role labelling,facet of,cognitive,0.1
1615,semantic role labelling,studied by,cognitive,0.1
1616,shallow parsing,facet of,natural language,0.1
1617,named entity recognition,facet of,natural language,0.1
1618,semantic role labelling,subclass of,cognitive,0.1
1619,semantic role labelling,part of,semantic parsing,0.1
1620,NLP,studies,Cognition,0.15384615384615385
1621,Cognition,studied by,NLP,0.15384615384615385
1622,multilinguality,said to be the same as,multimodality,0.15384615384615385
1623,multimodality,said to be the same as,multilinguality,0.07692307692307693
1624,NLP,use,Cognition,0.07692307692307693
1625,multilinguality,subclass of,multimodality,0.07692307692307693
1626,recognition learning,studies,symbolic representation,0.07692307692307693
1627,Multilingual,facet of,multilinguality,0.07692307692307693
1628,Cognition,studies,language,0.07692307692307693
1629,language,studied by,Cognition,0.07692307692307693
1630,CoNLL shared tasks,facet of,NLP,0.1
1631,CoNLL shared tasks,part of,NLP,0.1
1632,CoNLL shared tasks,subclass of,NLP,0.1
1633,CoNLL,subclass of,NLP,0.1
1634,CoNLL shared tasks,studied by,NLP,0.1
1635,CoNLL,part of,NLP,0.1
1636,CoNLL shared tasks,facet of,cognitive behaviour,0.1
1637,CoNLL shared tasks,use,NLP,0.1
1638,NLP,studies,cognitive behaviour,0.1
1639,CoNLL shared tasks above,facet of,NLP,0.1
1640,experience,has effect,knowledge,0.26666666666666666
1641,understanding,subclass of,knowledge,0.13333333333333333
1642,knowledge,has effect,understanding,0.2
1643,understanding,has cause,knowledge,0.06666666666666667
1644,Understanding,subclass of,knowledge,0.06666666666666667
1645,Cognition,subclass of,knowledge,0.06666666666666667
1646,understanding,facet of,knowledge,0.06666666666666667
1647,experience,has effect,senses,0.06666666666666667
1648,experience,has part,senses,0.06666666666666667
1649,Cognitive science,studies,mind,0.0625
1650,mind,studied by,Cognitive science,0.125
1651,Cognitive science,subclass of,scientific study of the mind,0.1875
1652,cognitive science,studies,mind,0.125
1653,mind,studied by,cognitive science,0.0625
1654,cognitive science,subclass of,scientific study of the mind,0.0625
1655,Cognitive science,instance of,scientific,0.0625
1656,Cognitive science,subclass of,scientific study,0.125
1657,scientific study of the mind,has part,Cognitive science,0.0625
1658,interdisciplinary,subclass of,scientific study of the mind,0.0625
1659,scientific study,has part,Cognitive science,0.0625
1660,Cognitive linguistics,subclass of,linguistics,0.4666666666666667
1661,cognitive linguistics,subclass of,linguistics,0.06666666666666667
1662,Cognitive linguistics,part of,linguistics,0.06666666666666667
1663,interdisciplinary,subclass of,linguistics,0.13333333333333333
1664,interdisciplinary,part of,linguistics,0.13333333333333333
1665,linguistics,has part,Cognitive linguistics,0.06666666666666667
1666,interdisciplinary,facet of,linguistics,0.06666666666666667
1667,symbolic NLP,subclass of,computational linguistics,0.08333333333333333
1668,NLP,subclass of,computational linguistics,0.08333333333333333
1669,NLP,part of,computational linguistics,0.16666666666666666
1670,symbolic NLP,part of,computational linguistics,0.08333333333333333
1671,cognitive studies,subclass of,computational linguistics,0.08333333333333333
1672,cognitive studies,part of,computational linguistics,0.08333333333333333
1673,computational linguistics,part of,cognitive studies,0.16666666666666666
1674,cognitive studies,has part,computational linguistics,0.16666666666666666
1675,computational linguistics,has part,NLP,0.08333333333333333
1676,natural language processing,part of,cognitive linguistics,0.2857142857142857
1677,George Lakoff,field of work,cognitive linguistics,0.14285714285714285
1678,cognitive linguistics,part of,cognitive science,0.21428571428571427
1679,natural language processing,subclass of,cognitive linguistics,0.14285714285714285
1680,cognitive linguistics,has part,natural language processing,0.07142857142857142
1681,cognitive linguistics,subclass of,cognitive science,0.07142857142857142
1682,George Lakoff,field of work,cognitive science,0.07142857142857142
1683,big,language of work or name,English,0.1
1684,big,language used,English,0.1
1685,big,facet of,English,0.1
1686,big,instance of,English word,0.1
1687,big,part of,English,0.1
1688,big,use,English,0.1
1689,big,instance of,English,0.1
1690,big,used by,English,0.1
1691,big.,language of work or name,English,0.1
1692,big,part of,English word,0.1
1693,That is a big tree,instance of,comparison,0.1
1694,That is a big tree,depicts,tree,0.1
1695,That is a big tree,subclass of,comparison,0.1
1696,That is a big tree,use,comparison,0.1
1697,That is a big tree,facet of,tree,0.1
1698,That is a big tree,is a list of,tree,0.1
1699,That is a big tree,instance of,tree,0.1
1700,That is a big tree,uses,comparison,0.1
1701,that is a big tree,instance of,comparison,0.1
1702,That is a big tree,depicts,trees,0.1
1703,Tomorrow is a big day,instance of,metaphorically,0.1
1704,Tomorrow is a big day,instance of,metaphor,0.1
1705,Tomorrow,instance of,big day,0.1
1706,big day,instance of,metaphorically,0.1
1707,metaphorically,subclass of,meaning,0.1
1708,metaphorically,subclass of,intent,0.1
1709,metaphor,use,implication,0.1
1710,metaphorically,part of,intent,0.1
1711,metaphorically,subclass of,implication,0.1
1712,metaphorically,instance of,meaning,0.1
1713,She is a big person,instance of,NLP,0.1
1714,NLP,subclass of,algorithm,0.1
1715,cognitive NLP,subclass of,algorithm,0.1
1716,She is a big person,instance of,NLP algorithm,0.1
1717,She is a big person,facet of,NLP,0.1
1718,She is a big person,use,NLP,0.1
1719,She is a big person,instance of,algorithm,0.1
1720,NLP,instance of,algorithm,0.1
1721,algorithm,use,cognitive NLP,0.1
1722,She is a big person,instance of,ambiguous,0.1
1723,phrase,part of,sentence,0.26666666666666666
1724,sentence,has part,phrase,0.13333333333333333
1725,sentence,has part,word,0.26666666666666666
1726,word,part of,sentence,0.13333333333333333
1727,phrase,has part,word,0.13333333333333333
1728,phrase,subclass of,word,0.06666666666666667
1729,9269,point in time,9269,0.08333333333333333
1730,M,country,Italy,0.08333333333333333
1731,P,subclass of,calculator,0.08333333333333333
1732,M,country,Spain,0.08333333333333333
1733,P,has part,M,0.16666666666666666
1734,P,instance of,calculator,0.08333333333333333
1735,P,different from,M,0.16666666666666666
1736,M,different from,P,0.08333333333333333
1737,M,part of,P,0.08333333333333333
1738,M,has part,P,0.08333333333333333
1739,ACT-R,organizer,ACL,0.1
1740,ACT-R,main subject,NLP,0.1
1741,cognitive grammar,part of,computational psycholinguistics,0.1
1742,construction grammar,subclass of,cognitive grammar,0.1
1743,ACT-R,field of work,NLP,0.1
1744,cognitive grammar,part of,cognitive neuroscience,0.1
1745,cognitive grammar,subclass of,functional grammar,0.1
1746,cognitive grammar,part of,functional grammar,0.1
